Ranking per year,Released,Title,Source,"Production
Budget","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
82,"Oct 21, 2005",Doom,Based on Game,"$70,000,000","$15,488,870","$28,212,337","$40,095,843","$30,544,841","$58,757,178"
83,"Nov 11, 2005",Zathura,Based on Fiction Book/Short Story,"$65,000,000","$13,427,872","$28,045,540","$39,858,792","$30,500,000","$58,545,540"
84,"Apr 29, 2005",XXX: State of the Union,Original Screenplay,"$60,000,000","$12,712,272","$26,873,932","$38,193,684","$44,200,000","$71,073,932"
85,"Oct 14, 2005",Elizabethtown,Original Screenplay,"$54,000,000","$10,618,711","$26,850,426","$38,160,278","$23,868,947","$50,719,373"
86,"Dec 2, 2005",Aeon Flux,Based on TV,"$55,000,000","$12,661,112","$25,857,987","$36,722,018","$28,055,586","$53,913,573"
87,"Sep 30, 2005",Serenity,Based on TV,"$39,000,000","$10,086,680","$25,514,517","$36,261,654","$14,804,923","$40,319,440"
88,"Jul 8, 2005",Dark Water,Remake,"$60,000,000","$9,939,251","$25,473,093","$36,202,785","$24,000,000","$49,473,093"
89,"May 13, 2005",Danny the Dog,Original Screenplay,"$43,000,000","$10,900,901","$24,537,621","$34,873,271","$24,500,000","$49,037,621"
90,"Jan 14, 2005",Elektra,Spin-Off,"$65,000,000","$12,804,793","$24,409,722","$34,691,499","$32,414,911","$56,824,633"
91,"Mar 18, 2005",Ice Princess,Original Screenplay,"$25,000,000","$6,807,471","$24,381,334","$34,651,160","$1,351,000","$25,732,334"
92,"Sep 16, 2005",Lord of War,Original Screenplay,"$42,000,000","$9,390,144","$24,149,632","$34,321,861","$36,288,095","$60,437,727"
93,"Dec 28, 2005",Match Point,Original Screenplay,"$15,000,000","$398,593","$23,089,926","$32,132,619","$64,883,909","$87,973,835"
94,"Oct 7, 2005",2 For the Money,Original Screenplay,"$20,000,000","$8,703,240","$22,991,379","$32,675,730","$7,500,000","$30,491,379"
95,"Aug 12, 2005",Deuce Bigalow: European Gigolo,Original Screenplay,"$22,000,000","$9,626,287","$22,400,154","$31,835,469","$22,873,310","$45,273,464"
96,"Apr 22, 2005",A Lot Like Love,Original Screenplay,"$25,000,000","$7,576,593","$21,835,784","$31,033,379","$20,085,806","$41,921,590"
97,"Jun 24, 2005",George A. Romero's Land of the Dead,Original Screenplay,"$18,975,000","$10,221,705","$20,700,082","$29,419,297","$27,050,933","$47,751,015"
98,"Jan 19, 2005",Assault On Precinct 13,Remake,"$30,000,000","$6,502,724","$20,040,895","$28,482,451","$16,000,000","$36,040,895"
99,"Feb 25, 2005",Man of the House,Original Screenplay,"$50,000,000","$8,917,251","$19,699,706","$27,997,553","$2,400,000","$22,099,706"
100,"Aug 19, 2005",Valiant,Original Screenplay,"$35,000,000","$5,914,722","$19,478,106","$27,682,612","$44,710,281","$64,188,387"
1,"Jul 7, 2006",Pirates of the Caribbean: Dead Man’…,Based on Theme Park Ride,"$225,000,000","$135,634,554","$423,315,812","$588,764,432","$642,900,000","$1,066,215,812"
2,"Dec 22, 2006",Night at the Museum,Based on Fiction Book/Short Story,"$110,000,000","$30,433,781","$250,863,268","$339,901,743","$328,583,139","$579,446,407"
3,"Jun 9, 2006",Cars,Original Screenplay,"$70,000,000","$60,119,509","$244,082,982","$339,480,296","$217,568,264","$461,651,246"
4,"May 26, 2006",X-Men: The Last Stand,Based on Comic/Graphic Novel,"$210,000,000","$102,750,665","$234,362,462","$325,960,610","$224,898,484","$459,260,946"
5,"May 19, 2006",The Da Vinci Code,Based on Fiction Book/Short Story,"$125,000,000","$77,073,388","$217,536,138","$302,557,895","$550,284,321","$767,820,459"
6,"Jun 28, 2006",Superman Returns,Based on Comic/Graphic Novel,"$232,000,000","$52,535,096","$200,120,000","$278,334,833","$190,961,192","$391,081,192"
7,"Nov 17, 2006",Happy Feet,Original Screenplay,"$85,000,000","$41,533,432","$198,000,317","$273,916,847","$187,000,000","$385,000,317"
8,"Mar 31, 2006",Ice Age: The Meltdown,Original Screenplay,"$75,000,000","$68,033,544","$195,330,621","$271,673,573","$456,568,661","$651,899,282"
9,"Nov 17, 2006",Casino Royale,Based on Fiction Book/Short Story,"$102,000,000","$40,833,156","$167,365,000","$231,864,714","$427,055,283","$594,420,283"
10,"Dec 15, 2006",The Pursuit of Happyness,Based on Real Life Events,"$55,000,000","$26,541,709","$162,586,036","$221,849,918","$144,725,057","$307,311,093"
11,"May 19, 2006",Over the Hedge,Based on Comic/Graphic Novel,"$80,000,000","$38,457,003","$155,019,340","$215,607,044","$188,377,907","$343,397,247"
12,"Aug 4, 2006",Talladega Nights: The Ballad of Ricky…,Original Screenplay,"$73,000,000","$47,042,215","$148,213,377","$206,141,044","$14,657,148","$162,870,525"
13,"Jun 23, 2006",Click,Original Screenplay,"$82,500,000","$40,011,365","$137,355,633","$191,039,661","$100,329,456","$237,685,089"
14,"May 5, 2006",Mission: Impossible III,Based on TV,"$150,000,000","$47,743,273","$133,501,348","$185,678,972","$265,886,397","$399,387,745"
15,"Oct 6, 2006",The Departed,Remake,"$90,000,000","$26,887,467","$132,384,315","$183,323,163","$157,276,304","$289,660,619"
16,"Nov 3, 2006",Borat,Based on TV,"$18,000,000","$26,455,463","$128,505,958","$178,537,416","$132,937,284","$261,443,242"
17,"Jun 30, 2006",The Devil Wears Prada,Based on Fiction Book/Short Story,"$35,000,000","$27,537,244","$124,740,460","$173,493,983","$201,332,695","$326,073,155"
18,"Jun 2, 2006",The Break-Up,Original Screenplay,"$52,000,000","$39,172,785","$118,703,275","$165,097,223","$87,024,032","$205,727,307"
19,"Dec 15, 2006",Dreamgirls,Based on Musical or Opera,"$75,000,000","$378,950","$103,365,956","$139,342,369","$52,342,739","$155,708,695"
20,"Apr 14, 2006",Scary Movie 4,Original Screenplay,"$40,000,000","$40,222,875","$90,710,620","$126,163,925","$88,000,000","$178,710,620"
21,"Mar 10, 2006",Failure to Launch,Original Screenplay,"$50,000,000","$24,411,322","$88,715,192","$123,388,609","$39,687,709","$128,402,901"
22,"Mar 24, 2006",Inside Man,Original Screenplay,"$50,000,000","$28,954,945","$88,634,237","$123,276,010","$97,164,028","$185,798,265"
23,"Sep 29, 2006",Open Season,Original Screenplay,"$85,000,000","$23,624,548","$85,105,259","$118,367,770","$106,826,899","$191,932,158"
24,"Dec 15, 2006",Charlotte's Web,Based on Fiction Book/Short Story,"$82,500,000","$11,457,353","$82,985,708","$113,413,970","$61,000,000","$143,985,708"
25,"Feb 10, 2006",The Pink Panther,,"$80,000,000","$20,220,412","$82,226,474","$114,363,843","$76,700,000","$158,926,474"
26,"Feb 17, 2006",Eight Below,Remake,"$40,000,000","$20,188,176","$81,612,565","$113,509,990","$38,843,429","$120,455,994"
27,"Jun 16, 2006",Nacho Libre,Original Screenplay,"$32,000,000","$28,309,599","$80,197,993","$111,542,548","$19,098,469","$99,296,462"
28,"Jul 14, 2006","You, Me and Dupree",Original Screenplay,"$54,000,000","$21,525,560","$75,802,010","$105,428,436","$54,600,000","$130,402,010"
29,"Dec 15, 2006",Eragon,Based on Fiction Book/Short Story,"$100,000,000","$23,239,907","$75,030,163","$103,113,430","$174,457,952","$249,488,115"
30,"Jul 21, 2006",Monster House,Original Screenplay,"$75,000,000","$22,217,226","$73,661,010","$102,450,650","$67,606,360","$141,267,370"
31,"Aug 4, 2006",Barnyard: The Original Party Animals,Original Screenplay,"$51,000,000","$15,820,864","$72,779,000","$101,223,916","$45,804,844","$118,583,844"
32,"Apr 28, 2006",R.V.,Original Screenplay,"$55,000,000","$16,414,767","$71,724,497","$99,757,269","$15,748,527","$87,473,024"
33,"Mar 17, 2006",V for Vendetta,Based on Comic/Graphic Novel,"$50,000,000","$25,642,640","$70,511,035","$98,069,542","$59,703,127","$130,214,162"
34,"Aug 9, 2006",World Trade Center,Based on Real Life Events,"$65,000,000","$18,730,762","$70,278,893","$97,746,665","$93,016,761","$163,295,654"
35,"Dec 20, 2006",Rocky Balboa,,"$24,000,000","$12,158,168","$70,269,899","$96,244,526","$85,959,151","$156,229,050"
36,"Jan 27, 2006",Big Momma's House 2,Original Screenplay,"$40,000,000","$27,736,056","$70,165,972","$97,589,618","$66,881,404","$137,047,376"
37,"Nov 3, 2006",Flushed Away,Original Screenplay,"$149,000,000","$18,814,323","$64,665,672","$89,743,940","$114,691,454","$179,357,126"
38,"Nov 22, 2006",Déjà Vu,Original Screenplay,"$80,000,000","$20,574,802","$64,038,616","$88,903,051","$117,000,000","$181,038,616"
39,"Jul 28, 2006",Miami Vice,Based on TV,"$135,000,000","$25,723,815","$63,478,838","$88,288,882","$100,339,718","$163,818,556"
40,"Dec 8, 2006",The Holiday,Original Screenplay,"$85,000,000","$12,778,913","$63,280,000","$87,132,012","$141,910,324","$205,190,324"
41,"Jun 16, 2006",The Fast and the Furious: Tokyo Drift,Based on Factual Book/Article,"$85,000,000","$23,973,840","$62,615,510","$87,088,129","$95,178,695","$157,794,205"
42,"Jan 20, 2006",Underworld: Evolution,Original Screenplay,"$45,000,000","$26,857,181","$62,318,875","$86,675,565","$51,098,887","$113,417,762"
43,"Mar 10, 2006",The Shaggy Dog,Remake,"$60,000,000","$16,310,058","$61,123,569","$85,013,081","$26,000,000","$87,123,569"
44,"May 12, 2006",Poseidon,Remake,"$160,000,000","$22,155,410","$60,674,817","$84,388,936","$121,000,000","$181,674,817"
45,"Apr 7, 2006",The Benchwarmers,Original Screenplay,"$35,000,000","$19,656,429","$59,843,754","$83,233,060","$5,219,972","$65,063,726"
46,"Feb 10, 2006",Curious George,Based on Fiction Book/Short Story,"$50,000,000","$14,703,405","$58,640,119","$81,558,997","$12,412,485","$71,052,604"
47,"Jul 14, 2006",Little Man,Original Screenplay,"$64,000,000","$21,613,176","$58,636,047","$81,553,339","$43,000,000","$101,636,047"
48,"Aug 25, 2006",Invincible,Based on Real Life Events,"$40,000,000","$17,031,122","$57,806,952","$80,400,196","$694,175","$58,501,127"
49,"Dec 8, 2006",Blood Diamond,Original Screenplay,"$100,000,000","$8,648,324","$57,377,916","$78,359,073","$114,000,000","$171,377,916"
50,"Sep 30, 2006",The Queen,Based on Real Life Events,"$15,000,000","$122,014","$56,441,711","$76,617,086","$72,444,162","$128,885,873"
51,"Sep 29, 2006",The Guardian,Original Screenplay,"$70,000,000","$18,006,064","$55,011,732","$76,512,494","$39,961,808","$94,973,540"
52,"Jun 6, 2006",The Omen,Remake,"$25,000,000","$16,026,496","$54,607,383","$75,950,116","$64,688,201","$119,295,584"
53,"Feb 10, 2006",Final Destination 3,Original Screenplay,"$25,000,000","$19,173,094","$54,098,051","$75,241,713","$58,700,000","$112,798,051"
54,"Oct 20, 2006",The Prestige,Based on Fiction Book/Short Story,"$40,000,000","$14,801,808","$53,089,891","$73,798,470","$51,317,475","$104,407,366"
55,"Jun 16, 2006",The Lake House,Remake,"$40,000,000","$13,616,196","$52,330,111","$72,782,787","$62,500,000","$114,830,111"
56,"Jan 13, 2006",Hoodwinked,Based on Folk Tale/Legend/Fairytale,"$17,500,000","$12,401,900","$51,386,611","$71,470,537","$58,456,779","$109,843,390"
57,"Dec 8, 2006",Apocalypto,Original Screenplay,"$40,000,000","$15,005,604","$50,866,635","$70,199,464","$70,165,637","$121,032,272"
58,"Feb 10, 2006",Firewall,Original Screenplay,"$50,000,000","$13,635,463","$48,751,189","$67,805,083","$34,000,000","$82,751,189"
59,"Feb 17, 2006",Date Movie,Original Screenplay,"$20,000,000","$19,076,261","$48,548,426","$67,523,074","$36,597,739","$85,146,165"
60,"Feb 3, 2006",When a Stranger Calls,Remake,"$15,000,000","$21,607,203","$47,860,214","$66,565,877","$19,355,221","$67,215,435"
61,"Jan 27, 2006",Nanny McPhee,Based on Fiction Book/Short Story,"$25,000,000","$14,503,650","$47,279,279","$65,757,893","$81,466,299","$128,745,578"
62,"Apr 21, 2006",Silent Hill,Based on Game,"$50,000,000","$20,152,598","$46,982,632","$65,345,301","$47,721,595","$94,704,227"
63,"Dec 22, 2006",We Are Marshall,Based on Real Life Events,"$65,000,000","$6,114,264","$43,545,364","$59,335,981",$0,"$43,545,364"
64,"Jan 13, 2006",Glory Road,Based on Real Life Events,"$30,000,000","$13,594,734","$42,647,449","$59,315,757","$151,611","$42,799,060"
65,"Jul 21, 2006",Lady in the Water,Original Screenplay,"$75,000,000","$18,044,396","$42,285,169","$58,811,883","$30,500,000","$72,785,169"
66,"Mar 10, 2006",The Hills Have Eyes,Remake,"$17,000,000","$15,708,512","$41,778,863","$58,107,698","$28,576,950","$70,355,813"
67,"Nov 10, 2006",Stranger Than Fiction,Original Screenplay,"$30,000,000","$13,411,093","$40,435,190","$56,238,863","$13,137,632","$53,572,822"
68,"Aug 18, 2006",The Illusionist,Based on Fiction Book/Short Story,"$16,500,000","$927,956","$39,868,642","$55,444,316","$43,923,420","$83,792,062"
69,"Oct 6, 2006",The Texas Chainsaw Massacre: The Begi…,Remake,"$16,000,000","$18,508,228","$39,517,763","$54,962,871","$11,000,000","$50,517,763"
70,"Oct 13, 2006",The Grudge 2,Remake,"$20,000,000","$20,825,300","$39,143,839","$54,442,799","$31,600,000","$70,743,839"
71,"Sep 15, 2006",Gridiron Gang,Based on Real Life Events,"$30,000,000","$14,414,630","$38,432,823","$53,453,891","$3,025,011","$41,457,834"
72,"Jan 13, 2006",Last Holiday,Remake,"$45,000,000","$12,806,188","$38,399,961","$53,408,186","$4,943,286","$43,343,247"
73,"Dec 29, 2006",El Laberinto del Fauno,Original Screenplay,"$16,000,000","$568,641","$37,634,615","$49,870,973","$49,406,954","$87,041,569"
74,"Dec 1, 2006",The Nativity Story,Based on Religious Text,"$35,000,000","$7,849,304","$37,629,831","$52,246,770","$8,679,813","$46,309,644"
75,"Oct 13, 2006",Man of the Year,Original Screenplay,"$20,000,000","$12,299,380","$37,442,180","$52,076,067","$3,900,000","$41,342,180"
76,"Apr 14, 2006",The Wild,Original Screenplay,"$80,000,000","$9,684,809","$37,384,046","$51,995,207","$61,626,621","$99,010,667"
77,"Mar 3, 2006",16 Blocks,Original Screenplay,"$45,000,000","$11,855,260","$36,895,141","$51,315,218","$28,700,000","$65,595,141"
78,"Apr 21, 2006",The Sentinel,Based on Fiction Book/Short Story,"$60,000,000","$14,367,854","$36,280,697","$50,460,627","$41,800,000","$78,080,697"
79,"Dec 25, 2006",Children of Men,Based on Fiction Book/Short Story,"$76,000,000","$501,003","$35,552,383","$47,163,108","$34,292,628","$69,845,011"
80,"Nov 22, 2006",Deck the Halls,Original Screenplay,"$51,000,000","$12,001,256","$35,093,569","$48,786,865","$11,722,238","$46,815,807"
81,"Apr 7, 2006",Take the Lead,Based on Real Life Events,"$30,000,000","$12,051,277","$34,742,066","$48,320,643","$30,648,427","$65,390,493"
82,"Oct 27, 2006",Babel,Original Screenplay,"$20,000,000","$389,351","$34,302,837","$46,743,902","$97,818,375","$132,121,212"
83,"Aug 18, 2006",Snakes on a Plane,Original Screenplay,"$33,000,000","$15,206,301","$34,020,814","$47,317,495","$28,000,000","$62,020,814"
84,"Mar 17, 2006",She's the Man,Based on Play,"$25,000,000","$10,730,372","$33,889,159","$47,134,384","$21,390,449","$55,279,608"
85,"Oct 20, 2006",Flags of Our Fathers,Based on Fiction Book/Short Story,"$53,000,000","$10,245,190","$33,602,376","$46,735,512","$30,055,565","$63,657,941"
86,"Apr 28, 2006",United 93,Based on Real Life Events,"$18,000,000","$11,478,360","$31,567,134","$43,904,816","$46,067,901","$77,635,035"
87,"Jun 16, 2006",Garfield: A Tail of Two Kitties,Based on Comic/Graphic Novel,"$60,000,000","$7,288,977","$28,426,747","$39,537,045","$119,558,626","$147,985,373"
88,"Jul 28, 2006",The Ant Bully,Based on Fiction Book/Short Story,"$45,000,000","$8,432,465","$28,142,535","$39,141,753","$21,468,363","$49,610,898"
89,"Apr 28, 2006",Stick It,Original Screenplay,"$20,000,000","$10,803,610","$26,910,736","$37,428,517","$3,488,978","$30,399,714"
90,"Sep 8, 2006",The Covenant,Based on Comic/Graphic Novel,"$20,000,000","$8,852,458","$23,364,784","$32,496,664","$14,800,000","$38,164,784"
91,"Mar 24, 2006",Stay Alive,Original Screenplay,"$20,000,000","$10,726,406","$23,086,480","$32,109,589","$101,026","$23,187,506"
92,"Sep 15, 2006",The Black Dahlia,Based on Fiction Book/Short Story,"$60,000,000","$10,005,895","$22,672,813","$31,534,247","$26,565,712","$49,238,525"
93,"Jul 21, 2006",My Super Ex-Girlfriend,Original Screenplay,"$30,000,000","$8,603,460","$22,530,295","$31,336,022","$38,242,561","$60,772,856"
94,"Apr 7, 2006",Lucky Number Slevin,Original Screenplay,"$27,000,000","$7,031,921","$22,495,466","$31,287,584","$33,000,000","$55,495,466"
95,"Mar 31, 2006",ATL,Original Screenplay,"$17,000,000","$11,554,404","$21,170,563","$29,444,859",$0,"$21,170,563"
96,"Oct 20, 2006",Flicka,Based on Fiction Book/Short Story,"$15,000,000","$7,703,551","$21,000,147","$29,200,392","$896,220","$21,896,367"
97,"Aug 11, 2006",Pulse,Remake,"$20,500,000","$8,203,822","$20,264,436","$28,184,582","$9,976,999","$30,241,435"
98,"Aug 25, 2006",Beerfest,Original Screenplay,"$17,500,000","$7,031,228","$19,185,184","$26,683,509","$974,132","$20,159,316"
99,"Oct 13, 2006",The Marine,Original Screenplay,"$15,000,000","$7,138,774","$18,844,784","$26,205,944","$3,320,824","$22,165,608"
100,"Mar 3, 2006",Ultraviolet,Original Screenplay,"$30,000,000","$9,064,880","$18,522,064","$25,761,222","$12,440,048","$30,962,112"
1,"May 4, 2007",Spider-Man 3,Based on Comic/Graphic Novel,"$258,000,000","$151,116,516","$336,530,303","$445,609,164","$558,329,927","$894,860,230"
2,"May 17, 2007",Shrek the Third,Based on Fiction Book/Short Story,"$160,000,000","$121,629,270","$322,719,944","$427,322,478","$484,610,992","$807,330,936"
3,"Jul 2, 2007",Transformers,Based on TV,"$151,000,000","$70,502,384","$319,246,193","$422,722,785","$389,026,399","$708,272,592"
4,"May 24, 2007",Pirates of the Caribbean: At World’…,Based on Theme Park Ride,"$300,000,000","$114,732,820","$309,420,425","$409,712,211","$654,000,000","$963,420,425"
5,"Jul 11, 2007",Harry Potter and the Order of the Pho…,Based on Fiction Book/Short Story,"$150,000,000","$77,108,414","$292,137,260","$386,651,621","$650,939,197","$943,076,457"
6,"Dec 14, 2007",I am Legend,Based on Fiction Book/Short Story,"$150,000,000","$77,211,321","$256,393,010","$336,716,286","$329,139,674","$585,532,684"
7,"Aug 3, 2007",The Bourne Ultimatum,Based on Fiction Book/Short Story,"$130,000,000","$69,283,690","$227,471,070","$301,200,787","$216,572,326","$444,043,396"
8,"Dec 14, 2007",Alvin and the Chipmunks,Based on TV,"$55,000,000","$44,307,417","$217,326,974","$284,244,772","$145,278,059","$362,605,033"
9,"Mar 9, 2007",300,Based on Comic/Graphic Novel,"$60,000,000","$70,885,301","$210,614,939","$278,881,114","$243,546,996","$454,161,935"
10,"Jun 29, 2007",Ratatouille,Original Screenplay,"$150,000,000","$47,027,395","$206,445,654","$273,360,445","$420,104,041","$626,549,695"
11,"Jul 27, 2007",The Simpsons Movie,Based on TV,"$72,500,000","$74,036,787","$183,135,014","$242,494,180","$343,936,008","$527,071,022"
12,"Mar 2, 2007",Wild Hogs,Original Screenplay,"$60,000,000","$39,699,023","$168,213,584","$222,736,293","$85,341,799","$253,555,383"
13,"Jun 1, 2007",Knocked Up,Original Screenplay,"$27,500,000","$30,690,990","$148,761,765","$196,979,599","$70,504,187","$219,265,952"
14,"Aug 10, 2007",Rush Hour 3,Original Screenplay,"$180,000,000","$49,100,158","$140,125,968","$185,544,700","$116,459,914","$256,585,882"
15,"Jun 27, 2007",Live Free or Die Hard,Based on Fiction Book/Short Story,"$110,000,000","$33,369,559","$134,529,403","$178,134,134","$247,758,744","$382,288,147"
16,"Jun 15, 2007",Fantastic Four: Rise of the Silver Su…,Based on Comic/Graphic Novel,"$120,000,000","$58,051,684","$131,921,738","$174,681,253","$157,558,953","$289,480,691"
